id,sentiment,text_tweet
1298,positive,saran filmseries seru netfl1x butuh hibur kelar uas tia
1299,positive,jni film gw tunggu gambar ritual epic cinematic kampungjabangmayit ngasih cerita beda film horor indonesia wajib tungguin keprok atuh mangs qwertyping httpstco5lmravgaro
1300,positive,xcss weibo 13 new jun pics for shanghai international film festival httpstcotkjyq2g2z5
1301,positive,omoh blue film dey chop data oo
1302,positive,star gasabarr nunggu film jisoo yg tayang httpstcokyoht5rxoc
1303,positive,nobar film horor banget cc violetacalytrix karisharl httpstcod4xwwjdq4q
1304,negative,japan yoi concept film heeseung cut httpstcoyfic0n799m
1305,positive,film dar hibur seru hati ayo nonton film hayya3 gaza serentak kamis 12 juni 2025 bioskop cinemaxxi kota jakarta tanggerang bandung bogor depok bekas cikarang yogyakarta solo surabaya sidoarjo httpstcodkm1pqoqlq
1306,positive,kabar duka komika main film ananta rispo instagram stories akun x milik abar musisi gusti irwan wibowo kenal gustiwiw tinggal dunia selamat jalan gustiwiw gt
1307,positive,bole ga au nya i244am aja angkat film layar lebar cocok banget plis httpstcoqzxer3nksn
1308,positive,mari sambut salah film action thriller baik amp
1309,positive,film seru film jalan pulang nunjukin ngeri sosok hantu marsinah ngelakuin ritual dukun jawa sunda bal film garap mas jeropoint bener2 ga main2 jalanpulang filmjalanpulang httpstconf6momtkx3
1310,negative,cast libat misi film proses syuting mohon doa temanteman lancar ya bioskop pencarianterakhir httpstcomt977odekb
1311,positive,uda sih inti mah film geblek rekomendid tonton dateng puyeng mikir hidup dewasa kek anjing pulang terbahakbahak rill film lucu bikin ketawa jinyoung lucu bikin naksir tengs httpstcoeibueezhdb
1312,positive,cm temen2 cinta film or dramadrama korea china indo thailand asia kah bantu tolong bantu isi kuisioner kuu 150170 responden hadiah gopay 100k 10 org loh info form yahh thankyou httpstco20rkw8lrao
1313,positive,hmm 1 iblis mah kudu narsis ya mvs horor indonesia kadang bingung ngebedain filmfilmnya httpstcouic4s9yoct
1314,positive,not ga si mvs thrillerhorror banget peran peran yg saranin film with a similar premise dum tq httpstcoxbwvw7eiic
1315,positive,bl film ngga iykyk httpstcoxmdmwjhb22
1316,positive,udah gak sabar ken nonton film kampung jabang mayit tayang bioskop indonesia 24 juli 2025 nih guys penasaran seepic cerita thread viral banget yah httpstcoscrcnw5scw
1317,positive,produser film gaza sesal tindak bioskop putus turun film gaza film gaza sekuel film hayya hayya 2 cerita isu palestina genosida produser film gaza erick httpstcofbeo91cirf
1318,positive,tebak judul film baru falcon pictures httpstcowbtuus6mem
1319,positive,kalo nyari aksi masuk goronggorong film gak ketemu yg tampil sisi beda anies baswedan anak abah ayo ngumpul httpstcoouxqdsz8zi
1320,positive,yeay deret filmfilm seru tayang cgv romance gemas sampe horor kang kalo nonton dapat tiket website aplikasi cgv semuaserudicgv httpstcow9u2l9yske
1321,positive,review film gowok kamasutra jawa httpstco7mbdve1cia
1322,positive,kdm film yoona ahn bohyun tayang agustus kocak banget plis httpstcojfwkkjdcem
1323,negative,12 juni film gaza karya sutradara jastis arimba tayang bioskop 40 untung palestina 60 sisa bikin film manusia mari buat yg doa donasi demonstrasi karya aksi nyata film salah upaya lawan genosida httpstcotydjs56fza
1324,positive,pen nnton film bjir dwit gwehj sisa 600 rebu sampe gas ga ya httpstcostijeo3uqa
1325,positive,mass reuni hizmi hifdzi hafiz apa serah pribadi mu dehh httpstcozw0atqmovi
1326,positive,the ghost game korea horor rilis bioskop dunia agustus 2025 kim yerim baek jenna peran utama film undang bifan bucheon international fantastic film festival 2025 mvs httpstcom1vwfct0kn
1327,positive,mvs film kagak httpstconcrv2ft7yd
1328,positive,yg sebut nama komen sampe muncul aduuhhh httpstcomjbeikkymd
1329,positive,yap saran series film yg wajib tonton n3tpl1k thx
1330,positive,mvs saranin filmseries vibesnya kayak lagu httpstcon45igsxau7
1331,negative,negeri gancet poster film bodyhorror together bintang dave franco amp
1332,positive,blood brothers bara naga recommended banget gak boong salah film laris malaysia actionnya ledak banget drama keluarga adikkakak bikin dgn sinematografi amp
1333,negative,blood brothers bara naga jujur gua gak ekspektasi apa2 eh pas nonton boom bagus full action sampe gregetan seru bikin ngakak dialog2nya sial gak heran kalo film action laris no 1 malaysia httpstcoqmojfbbjtr
1334,positive,ace movie nalla thanda eru good film mudicha time pass ku paruga super ah eru httpstcolfbfjwubje
1335,positive,kdm rekomen film bikin nang makasiii
1336,positive,nggak sih pikir pindah kota hidup nol nggak kenal film one million yen girl bawa jalan lari cari makna hidup proses dewasa nggak httpstcoxmtvyj3mgo
1337,positive,film drama misteri supranatural manifest 1010 apa gua nemu film seru darat 55 sinopsis serial tv misterisupranatural kisah pesawat montego air 828 hilang 5 httpstco3a6hv6jy12
1338,negative,thread uji batas manusia lawan alam liar suka film survival bikin napas sesak tangan dingin hati degdegan thread salah favorit 15 film intens manusia lawan cuaca ekstrem amp
1339,positive,cerita korban voluntir hotline rangkum jadi perkosa 1998 film dokumenter pendek ngasih detail bikin hati ngerasa gusar perintah usaha abur sejarah kelam lupa httpstcojw56dqz0wd
1340,positive,umur film dah habis bioskop garing dad joke aku kampung seruni toko roti amp
1341,positive,saksi film dokumenter afsya bela hutan adat youtube watchdoc documentary httpstcotitnoubhev mayoritas masyarakat papua masyarakat adat subsuku afsya anggap hutan mama sumber hidup sumber hidup httpstcok3iwlec4dz
1342,positive,yg rekomendasi kaca film klo minnov beli kaca film yg kasih garansi gampang klaim nya
1343,positive,gratis tiket nonton film gowok cgv cepol xxi step 1 masuk apk tix id mtix 2 masuk profile 3 masuk voucher 4 masukin kode txgowokuncut 5 muncul vouchernya 6 langsung pilih film gowok pilih tanggal amp
1344,positive,bayangin rumah park sungjin trs minggu males malesan bareng nonton film sofa tidur lengan besar trs peluk trs ciu httpstcom4p17vfviv
1345,positive,great question rekomendasi film bantu ningkatin skor ielts 1 the kings speech 2010 bahasa inggris formal dialog kaya kosakata akademis historis kosakata film contonya
1346,negative,mvs film bagus banget sih juang struggle keluarga yg udah nonton httpstcot4ytjsczci
1347,positive,tiket nonton filmfilm hollywood tayang udah beli aplikasi mtix loh ajakin keluarga nobar ya httpstcoxwmvc9ernc
1348,positive,film action baik 2025 tayang 11 juni bioskop indonesia bloodbrothers baranaga cgv flixcinema skopofficial cgv id cbipictures sharnaazahmad syafiqyusof isyafiqkyle ameliath httpstcoxrhlwzvzgj
1349,positive,mvs tukeran wallpaper film yuk sender duluan btw wm dm aja ya klo httpstcon5liv7hsh6
1350,positive,perempuan dikhianiti suami pergi tanah suci temu jalan pulang tuhan romansa religi kayak fokus selfhealing ya assalamualaikum baitullah 17 juli bioskop httpstcox2l18mahml
1351,positive,mvs film horor hollywood agam bgt gak setan ya film horor indonesia agam gin httpstcozjtb6x2asg
1352,positive,sutradara kan alas pilih jisoo blackpink film aksi fantasi omniscient readers viewpoint jisoo blackpink omniscientreadersviewpoint httpstcoqcdazee2vx
1353,negative,le film kung fu panda 4 le 27 juin httpstcotcehd9anmy
1354,positive,rekomin film netflix bubbb
1355,positive,film sulap now you see me rekomendasi film sulap favorit simin berat plot twist ending suka httpstconovoqxqllt
1356,positive,df halo kabar evoucher aktif evoucher nonton film gowok bioskop favorit kode voucher 5fflbc8930xcd
1357,positive,main film omiscient reader the prophecy film nya tayang 23 juli 2025 bioskop kdm httpstco31xagyjibr
1358,positive,blood brothers bara naga bilang godfathernya malaysia tp mingil dramaaction mafia dgn franchise game yakuza plot konflik karakter komedi sequence action momen2 flashback dgn franschice game yg poluler httpstcoruvcxvwuhl
1359,positive,panas film ya ayo anak abah gass teross httpstco1cupchooyr
1360,positive,euy rekomendasi film sedih donggg ken nang tp pgn romance tengsss yea
1361,positive,film senyum manies love story tampil kisah cinta muda anies baswedan istri romantisasi yg nuansa politik httpstcobrogiby70h
1362,positive,omoh blue film dey chop data oo
1363,positive,kerjasama marketing film level over 9000 gjls ibu ibuibu benerbener spirit indonesia yg gotong royong banget tukeran cameo amp
1364,positive,langsung to the point aja ya ges film a business proposal udah masuk netflix httpstcowx8yoil3e2
1365,negative,dore ibintu 5 utigeze umenya muri prison break 15 wentworth miller michael scoffed yarwaye indwara yagahinda gakabije nyuma yo gukina iyi film depression birakomeza httpstcodhxeaa0rn1
1366,positive,saksi film dokumenter ilustri transisi energi kanal youtube watchdoc documentary httpstcoygdq9sg8st perintah indonesia dorong industrialisasi mudah usaha laku usaha tambang mudah httpstcoxwfsjvqqpc
1367,positive,kira2 dealer kasih kaca film llumar httpstcoc9ynktmskk
1368,positive,tayang film goblog bikin serius kalo rencana nonton nikmatin aja dipikirin simpan logika rumah rigensih anantarispo hifdzikhoir httpstco5vgnghgip1
1369,positive,besok banget music video original soundtrack musikalkeluargacemara bukti officialjkt48 tayang yuk buru channel youtube jkt48 nyalain notifikasi biar gak tinggal kembalikekeluarga httpstcofshqiokva1
1370,positive,festival film indonesia badan film indonesia bpi 2014 konsisten libat selenggara ffi logo bpi gak publikasi ffi cek reply info httpstconkhddgp8zb
1371,positive,huruhara satria mulia amp
1372,positive,film selamat uji maut tradisi ga bener sungguh berat industri sinema indonesia showtime rang tambah selamat juang etape gjls gaza httpstcoed7iswahpd
1373,positive,ona baaaaa ga pake tiket ya mba pake aja bayar film ya 4 kepala httpstcobrosymun42
1374,positive,film laga perang besar 2025 believe takdir mimpi berani film believe hadir nilainilai patriotisme nasionalisme kisah nyata juang tni sejarah arah httpstcohjihtpp8om
1375,positive,wni wajib nonton karir cinta cari jati pikir orang sentuh usia 30 sebenernya sakral si angka 30 filmfilm arti tuju hidup makna dewasa emosional httpstcoh4n4gsqzmh
1376,positive,film bas kisah nyata hangat senang cocok older couple movie ketimbang romance hallmark menye2 tabur netflix cinta hangat sentuh httpstco84fq2ixbwe
1377,positive,kdm rekomendasiin drama film kaya film 20th century girl nginget cinta lucu sedih sahabat tia httpstcoecptdwh2cn
1378,positive,hadir bal international film festival fadli zon jendela budaya indonesia dunia httpstco1e2iuxcoic okezonenews
1379,positive,retrospective indonesian short film highlights from locarno to venice 13 june 1600 wib ifi surabaya 14 june 1400 wib studio film movieresto prime indonesia medan 15 june 1400 wib ifi yogyakarta 19 june 1630 wib forum teater sjuman djaya jakarta filmmakers in httpstco3kf2sgt9pt
1380,positive,tayang perdana ninavau arah bebbra mailin pilih filem buka malaysia international film festival 19 julai 2025 miffest httpstcozq2bwxp3jf
1381,positive,nihao yg rekomendasi film china yg wajib tonton yg youth yg bikin mikir butuh hibur
1382,positive,nihao chi sa in 27th sangha international film festival aesthetic bgt muka moga the shadows edge masuk indonesia httpstco7l66xvrvuy
1383,positive,milet as mam maezono mam maezono istri novelis kenal ken nyanyi minder tibatiba dunia ubah superstar ubah gimana hidup hubung nikah debut film httpstcopnmmtak13i
1384,positive,best superhero film of kollywood httpstcozi8upwagzv
1385,positive,lihat namtan member bnk48 sebentar film cocok bgt deh masuk httpstco8j6bjxoovd
1386,positive,thalaivan str um vettrimaaran um serndhu og north madras gangster film epdi edukanum nu class eduka poraanga anbu mavane dhanushkraja daddy is coming da httpstcomdhdtu8nch
1387,negative,taik film stress ajg ga sadis tekan batin amp
1388,positive,film gaza tayang bioskopbioskop indonesia tunda nonton kenal azamy syauqi abdullah gaza httpstcoxr6dbdnrwk
1389,positive,superbat httpstco9eyf1gmcwn
1390,positive,poojahegde for telangana gaddar film awards event hegdepooja httpstcoxzhhqhzrtl
1391,positive,goblok jenius film gjls ibu httpstcoh8lcwijvun
1392,positive,bahaya banget laku sodomi kelas 2 sd knp ngelakuin enak nonton film jg laku gak hukum krn umur 8 korban anak bawah umur httpstcowisgydagnu
1393,positive,ramcharan and akhira nandan in akhiras film prerelease event 2030 httpstcowwav4j5wkt
1394,positive,gue benci perang aku footage ratus rudal hypersonic lintas langit israel kayak adegan film scifi sayang film nyata jatuh efek cgi korban manusia stopwar iranisraelwar httpstcol6ny5dmqvs
1395,positive,liat performa devano film gowok kamasutra jawa liat sinematografi nya dengerin aksen ngapak nya goksssss httpstcoh8xecnk7l5
1396,positive,raya hut bhayangkara ke79 bareng kreatifitasmu tema polri masyarakat polri ajak lomba konten kreatif pilih gaya ekspresi film pendek tiktok edukatif infografis fotografi cerita pendek dongeng httpstco4pvnostjyz
1397,positive,withmerna lights camera shanghai film festival siff2025 beltandroad film cema stvf2025 httpstconrvjewhy8f
1398,positive,bioskop 12 juni hati hati sosok ini httpstcohxsin4g5tk
1399,positive,film senyum manies love story lulus ugmyogyakarta asli jodoh bikin ternak panas aja httpstcoz4dbkt37uu
1400,positive,iphone vs 35mm film httpstcovjnkdcb0zc
1401,positive,gusy 17s vernon main pilem cameo film kpop s aaakkkkk tayang 2026 httpstcold9ljv7gar
1402,positive,ina yan film wannan video naku ne httpstcoenfgqqhod1
1403,positive,nonton gratis cgv laku suprise movie laku cgv step 1 buka apk cgv gt
1404,positive,yoi concept film ni ki httpstcohlvbzguaz2
1405,positive,daftar rekomendasi film bantu dapetin skor tes ielts httpstcoizhnxmdgmh
1406,positive,yg sebut nama komen sampe muncul aduuhhh httpstcomjbeikkymd
1407,positive,gm serbia on 35mm film httpstcowclzj8dcz1
1408,positive,omoh blue film dey chop data oo httpstcohkdhcrhauy
1409,positive,tragedi film twilight zone tragedi layar film twilight zone the movie tewas 3 aktor tragis rekam kamera httpstcoddt6wc9vwt
1410,positive,giveaway cepet amp
1411,positive,bang gustiii rindunyaaaaa httpstcog9vgjzdon3
1412,positive,film gjls ibu ibuibu gimana kalo film curaaaanggg
1413,positive,agnezmo pantau ambil adegan reacher via ig phillymag httpstco7mcsdtxtaa
1414,positive,gratis nonton film gowok xxi cgv cepol 1 download apps tix id 2 buka buatlogin akun 3 masuk profil pilih menu voucher 3 masuk kode voucher txgowokuncut 4 pilih film gowok bioskop dekat 5 pilih kursi jam tayang 6 lupa httpstcopbdrjwovqw
1415,negative,top 10 netflix nonenglish series netflix worldwide mad unicorn produksi gdh bagus ngikutin series aja nih httpstco6nhcjjsmkm
1416,positive,jdm rekomendasi 14 film2 healing ya cerita gak berat2 banget alur lambat cinematography nya bagus mo nambahin filmdorama healing versi httpstco25eonlwoek
1417,positive,p info acara full ngakak langsung movieverse meet amp
1418,positive,khawatir gimana ya kamanjaya muda bawa devano khawatir bayar lunas performa devano bilang peaknya nonton gowok kamasutra jawa tayang bioskop httpstco0qtew6qjj9
1419,positive,sekertaris tobrut paksa boss full film httpstcozejlqiocdg httpstcoro1iqjg3g5 httpstco4kk8asxqgx httpstcons3mm4exle
1420,positive,lucu ledak tawa film gjls banget angkat fenomena sosial surat kritik sirat dangdut kampanye politik percaya dukuntakhayul leceh seksual tagih judi online risiko httpstcobowmx5oqau
1421,positive,film series latar jerman kesan buat httpstcooxx6ajmyg9
1422,positive,mbu mu film ya straw mulimu kasuku httpstcotlu0mexkvv
1423,positive,mvs tuju kalo trilogy seru bangettttt saran film kaya gin tia httpstco6gg6vwuuxv
